fire_station_id,fire_station_no,address,fire_service_names,updated_at,geom
378,10,1067 principale Petite-Rivière-Saint-François Petite-Rivière-Saint-François G0A2L0,SSI Petite-Rivière-Saint-François,2025-08-27 06:58:00,POINT (-70.568202 47.301987)
